1502,7,1,217,0,0,0,0,1
6,1541,83,0,0,0,0,0,2
1,123,311,0,0,0,0,0,861
327,1,0,290,0,0,0,0,534
0,0,1,0,1140,280,28,20,19
0,0,0,0,129,624,68,0,667
0,0,0,0,29,28,957,300,30
0,0,0,0,2,0,110,512,624
0,0,9,0,0,0,0,0,2115
