1475,11,0,241,0,0,0,0,1
49,1513,70,0,0,0,0,0,0
22,96,652,0,0,0,0,496,30
192,0,0,767,0,77,0,2,114
0,0,1,1,1219,219,19,25,4
0,0,0,293,87,756,68,0,284
0,0,0,2,55,19,1026,233,9
0,0,210,0,4,0,132,822,80
0,0,303,627,0,160,0,477,557
