1444,0,0,283,0,0,0,0,1
15,1539,64,1,0,0,0,0,13
1,142,528,0,0,0,0,393,232
172,0,0,686,0,171,0,0,123
0,0,2,1,1200,221,14,44,6
0,0,0,238,123,819,61,0,247
0,0,0,2,79,26,1012,194,31
0,0,140,0,1,0,37,865,205
0,0,296,476,6,326,1,402,617
